Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
2814.0,907418020.0,60.0,RL,68.0,8846.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,750.0,750.0,GasA,5.0,1.0,5.0,750.0,750.0,0.0,1500.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0,Attchd,2005.0,2.0,2.0,564.0,3.0,3.0,3.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,8.0,2006.0,New,173900.0
2542.0,534275010.0,20.0,RL,,10659.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1961.0,1961.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,3.0,915.0,1.0,0.0,135.0,1050.0,GasA,3.0,1.0,5.0,1050.0,0.0,0.0,1050.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,8.0,0.0,0.0,Attchd,1961.0,1.0,1.0,368.0,3.0,3.0,3.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,1.0,2006.0,COD,136500.0
2323.0,527146135.0,160.0,RL,68.0,13108.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,StoneBr,Norm,Norm,1Fam,2Story,8.0,5.0,1994.0,1994.0,Gable,CompShg,CemntBd,CemntBd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,2062.0,2062.0,GasA,5.0,1.0,5.0,2079.0,608.0,0.0,2687.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,9.0,8.0,0.0,0.0,Attchd,1994.0,3.0,2.0,618.0,3.0,3.0,3.0,168.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,12.0,2006.0,WD ,270000.0
1393.0,905202230.0,20.0,RL,,13500.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,ClearCr,Norm,Norm,1Fam,1Story,6.0,7.0,1960.0,1975.0,Flat,CompShg,BrkFace,Plywood,None,0.0,3.0,3.0,CBlock,4.0,3.0,4.0,4.0,429.0,5.0,1080.0,93.0,1602.0,GasA,4.0,1.0,5.0,1252.0,0.0,0.0,1252.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,8.0,1.0,4.0,Attchd,1960.0,2.0,2.0,564.0,3.0,3.0,3.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,3.0,2008.0,WD ,235000.0
490.0,528290190.0,80.0,RL,62.0,7750.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,1999.0,2000.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,5.0,1.0,5.0,774.0,656.0,0.0,1430.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,8.0,1.0,3.0,BuiltIn,1999.0,2.0,2.0,400.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,3.0,2009.0,WD ,156000.0
542.0,531375130.0,20.0,RL,60.0,12450.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,SawyerW,RRAe,Norm,1Fam,1Story,5.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,1.0,6.0,836.0,1.0,0.0,278.0,1114.0,GasA,5.0,1.0,5.0,1114.0,0.0,0.0,1114.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0,Detchd,2004.0,1.0,2.0,576.0,3.0,3.0,3.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2009.0,WD ,153000.0
973.0,923203190.0,120.0,RM,,4500.0,Pave,NA,4.0,Lvl,4.0,FR2,3.0,Mitchel,Norm,Norm,TwnhsE,1Story,6.0,5.0,1999.0,1999.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3.0,3.0,PConc,5.0,3.0,1.0,6.0,883.0,1.0,0.0,341.0,1224.0,GasA,5.0,1.0,5.0,1224.0,0.0,0.0,1224.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,5.0,8.0,0.0,0.0,Attchd,1999.0,3.0,2.0,402.0,3.0,3.0,3.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2009.0,WD ,165000.0
1012.0,527212050.0,60.0,RL,77.0,11198.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,StoneBr,Norm,Norm,1Fam,2Story,9.0,5.0,2005.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,4.0,3.0,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1122.0,1122.0,GasA,5.0,1.0,5.0,1134.0,1370.0,0.0,2504.0,0.0,0.0,2.0,1.0,4.0,1.0,5.0,11.0,8.0,1.0,4.0,BuiltIn,2005.0,3.0,3.0,656.0,3.0,3.0,3.0,144.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2008.0,WD ,325000.0
2218.0,909281020.0,190.0,RL,79.0,6221.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,Crawfor,Norm,Norm,2fmCon,1.5Fin,5.0,5.0,1941.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,3.0,2.0,1.0,2.0,533.0,1.0,0.0,195.0,728.0,GasA,5.0,1.0,5.0,760.0,595.0,0.0,1355.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,5.0,8.0,0.0,0.0,Detchd,1966.0,1.0,2.0,528.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,3.0,NA,0.0,10.0,2007.0,WD ,140000.0
2033.0,903453080.0,80.0,RM,120.0,13200.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,IDOTRR,Norm,Norm,1Fam,SLvl,6.0,6.0,1963.0,1963.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,3.0,3.0,CBlock,3.0,3.0,1.0,4.0,375.0,1.0,0.0,366.0,741.0,GasA,2.0,1.0,5.0,1497.0,797.0,0.0,2294.0,0.0,0.0,3.0,0.0,5.0,1.0,3.0,9.0,8.0,1.0,4.0,Attchd,1963.0,1.0,2.0,658.0,3.0,3.0,3.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,4.0,2007.0,WD ,202500.0
1071.0,528180140.0,120.0,RL,65.0,8769.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,NridgHt,Norm,Norm,TwnhsE,1Story,9.0,5.0,2008.0,2008.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5.0,3.0,PConc,5.0,3.0,1.0,6.0,1540.0,1.0,0.0,162.0,1702.0,GasA,5.0,1.0,5.0,1702.0,0.0,0.0,1702.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,7.0,8.0,1.0,4.0,Attchd,2008.0,3.0,3.0,1052.0,3.0,3.0,3.0,0.0,72.0,0.0,0.0,224.0,0.0,0.0,0.0,NA,0.0,10.0,2008.0,New,367294.0
1583.0,916403230.0,80.0,RL,85.0,10200.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,Timber,Norm,Norm,1Fam,SLvl,6.0,5.0,1988.0,1989.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4.0,3.0,CBlock,4.0,3.0,3.0,6.0,783.0,1.0,0.0,678.0,1461.0,GasA,5.0,1.0,5.0,1509.0,0.0,0.0,1509.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,5.0,8.0,1.0,2.0,Attchd,1988.0,2.0,2.0,600.0,3.0,3.0,3.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,8.0,2008.0,WD ,175000.0
2858.0,909275230.0,70.0,RL,60.0,9550.0,Pave,NA,3.0,Lvl,4.0,Corner,3.0,Crawfor,Norm,Norm,1Fam,2Story,7.0,5.0,1915.0,1970.0,Gable,CompShg,Wd Sdng,WdShing,None,0.0,3.0,3.0,BrkTil,3.0,4.0,1.0,5.0,216.0,1.0,0.0,540.0,756.0,GasA,4.0,1.0,5.0,961.0,756.0,0.0,1717.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,7.0,8.0,1.0,4.0,Detchd,1998.0,1.0,3.0,642.0,3.0,3.0,3.0,0.0,35.0,272.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,2.0,2006.0,WD ,140000.0
2265.0,916403040.0,20.0,RL,42.0,10331.0,Pave,NA,4.0,Lvl,4.0,CulDSac,3.0,Timber,Norm,Norm,1Fam,1Story,7.0,7.0,1985.0,1985.0,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3.0,CBlock,4.0,3.0,1.0,5.0,215.0,4.0,80.0,970.0,1265.0,GasA,4.0,1.0,5.0,1240.0,0.0,0.0,1240.0,0.0,1.0,2.0,0.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0,Attchd,1985.0,1.0,2.0,528.0,3.0,3.0,3.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,7.0,2007.0,WD ,174000.0
1088.0,528235180.0,80.0,RL,59.0,9587.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4.0,3.0,PConc,4.0,3.0,4.0,6.0,655.0,1.0,0.0,201.0,856.0,GasA,5.0,1.0,5.0,1166.0,0.0,0.0,1166.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,5.0,8.0,0.0,0.0,Attchd,2005.0,3.0,2.0,400.0,3.0,3.0,3.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,7.0,2008.0,WD ,190000.0
698.0,902105060.0,70.0,RM,90.0,9900.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,OldTown,Norm,Norm,1Fam,2Story,5.0,8.0,1910.0,2002.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,504.0,504.0,GasA,5.0,1.0,5.0,764.0,700.0,0.0,1464.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,8.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,3.0,2009.0,WD ,129000.0
1896.0,534425015.0,20.0,RL,,22002.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,NAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1959.0,1991.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,3.0,4.0,CBlock,3.0,3.0,2.0,5.0,1386.0,1.0,0.0,206.0,1592.0,GasA,4.0,1.0,5.0,1652.0,0.0,0.0,1652.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,6.0,8.0,1.0,4.0,Attchd,1959.0,2.0,2.0,510.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,NA,0.0,7.0,2007.0,WD ,200000.0
628.0,535126010.0,60.0,RL,100.0,13000.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,NAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1968.0,1968.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3.0,4.0,CBlock,4.0,3.0,1.0,3.0,448.0,1.0,0.0,448.0,896.0,GasA,3.0,1.0,5.0,1182.0,960.0,0.0,2142.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,8.0,8.0,1.0,4.0,Attchd,1968.0,3.0,1.0,509.0,3.0,3.0,3.0,0.0,72.0,0.0,0.0,252.0,0.0,0.0,0.0,NA,0.0,6.0,2009.0,WD ,193500.0
1212.0,534403050.0,20.0,RL,75.0,8250.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,NAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1964.0,1964.0,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,3.0,3.0,CBlock,4.0,3.0,1.0,3.0,787.0,1.0,0.0,305.0,1092.0,GasA,5.0,1.0,5.0,1092.0,0.0,0.0,1092.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,8.0,0.0,0.0,Attchd,1964.0,2.0,2.0,504.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NA,0.0,7.0,2008.0,WD ,145000.0
2864.0,909280070.0,50.0,RL,81.0,8170.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,Crawfor,Norm,Norm,1Fam,1.5Fin,7.0,7.0,1929.0,1950.0,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,4.0,4.0,BrkTil,3.0,3.0,1.0,5.0,526.0,1.0,0.0,496.0,1022.0,GasA,5.0,1.0,4.0,1122.0,549.0,0.0,1671.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,7.0,8.0,1.0,4.0,Detchd,1963.0,1.0,2.0,451.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,2.0,2006.0,WD ,218000.0
2740.0,905451050.0,20.0,RL,80.0,12048.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1952.0,2002.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,3.0,3.0,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,4.0,1.0,5.0,1488.0,0.0,0.0,1488.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,7.0,8.0,1.0,5.0,Attchd,2002.0,2.0,2.0,569.0,3.0,3.0,3.0,0.0,189.0,36.0,0.0,348.0,0.0,0.0,0.0,NA,0.0,4.0,2006.0,WD ,135000.0
2560.0,534475160.0,20.0,RL,89.0,10858.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,NAmes,Feedr,Norm,1Fam,1Story,5.0,6.0,1952.0,1952.0,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,3.0,4.0,CBlock,3.0,3.0,2.0,2.0,40.0,1.0,0.0,1404.0,1444.0,GasA,5.0,1.0,5.0,1624.0,0.0,0.0,1624.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,7.0,1.0,4.0,Attchd,1952.0,2.0,1.0,240.0,3.0,3.0,3.0,0.0,40.0,324.0,0.0,0.0,0.0,0.0,3.0,NA,0.0,7.0,2006.0,WD ,146500.0
1716.0,528174010.0,120.0,RL,61.0,7577.0,Pave,NA,3.0,Lvl,4.0,Corner,3.0,NridgHt,Norm,Norm,TwnhsE,1Story,6.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4.0,3.0,PConc,4.0,3.0,3.0,5.0,20.0,1.0,0.0,1342.0,1362.0,GasA,5.0,1.0,5.0,1362.0,0.0,0.0,1362.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,6.0,8.0,1.0,4.0,Attchd,2005.0,2.0,2.0,460.0,3.0,3.0,3.0,192.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2007.0,WD ,194700.0
1130.0,528488140.0,20.0,FV,62.0,7500.0,Pave,Pave,4.0,Lvl,4.0,Inside,3.0,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2008.0,Gable,CompShg,CemntBd,CemntBd,Stone,210.0,4.0,3.0,PConc,4.0,3.0,1.0,6.0,902.0,1.0,0.0,316.0,1218.0,GasA,5.0,1.0,5.0,1218.0,0.0,0.0,1218.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,6.0,8.0,0.0,0.0,Attchd,2008.0,3.0,2.0,462.0,3.0,3.0,3.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,4.0,2008.0,New,230348.0
201.0,903234050.0,30.0,RM,51.0,6120.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,OldTown,Artery,Norm,1Fam,1Story,6.0,5.0,1923.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,2.0,2.0,1.0,5.0,960.0,1.0,0.0,164.0,1124.0,GasA,3.0,1.0,5.0,1068.0,0.0,0.0,1068.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,8.0,1.0,4.0,Detchd,1923.0,1.0,1.0,288.0,3.0,3.0,3.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,3.0,2010.0,WD ,109500.0
2886.0,913350030.0,20.0,RL,69.0,23580.0,Pave,NA,3.0,Lvl,4.0,Inside,2.0,Mitchel,Norm,Norm,1Fam,1Story,6.0,6.0,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3.0,CBlock,4.0,3.0,4.0,6.0,776.0,1.0,0.0,849.0,1625.0,GasA,3.0,1.0,5.0,1625.0,0.0,0.0,1625.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,6.0,8.0,1.0,3.0,Attchd,1979.0,3.0,2.0,576.0,3.0,3.0,3.0,136.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,9.0,2006.0,WD ,242500.0
2328.0,527190050.0,160.0,RL,44.0,5306.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,StoneBr,Norm,Norm,TwnhsE,2Story,7.0,7.0,1987.0,1987.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,4.0,4.0,PConc,4.0,4.0,1.0,6.0,495.0,3.0,215.0,354.0,1064.0,GasA,4.0,1.0,5.0,1064.0,703.0,0.0,1767.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,5.0,8.0,1.0,3.0,Attchd,1987.0,2.0,2.0,504.0,4.0,3.0,3.0,441.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2006.0,WD ,239000.0
2583.0,535301150.0,20.0,RL,70.0,8092.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,NAmes,Norm,Norm,1Fam,1Story,6.0,8.0,1954.0,2000.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3.0,4.0,CBlock,3.0,3.0,1.0,5.0,824.0,1.0,0.0,226.0,1050.0,GasA,5.0,1.0,5.0,1050.0,0.0,0.0,1050.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0,Attchd,1954.0,2.0,1.0,286.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2006.0,WD ,156000.0
1206.0,534277060.0,20.0,RL,77.0,8593.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,NAmes,Norm,Norm,1Fam,1Story,4.0,6.0,1957.0,1957.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,3.0,288.0,1.0,0.0,619.0,907.0,GasA,5.0,1.0,5.0,907.0,0.0,0.0,907.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,8.0,0.0,0.0,Detchd,1964.0,1.0,1.0,352.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,7.0,2008.0,WD ,109008.0
2242.0,910206010.0,50.0,RM,64.0,11067.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,IDOTRR,Norm,Norm,1Fam,1.5Fin,2.0,4.0,1939.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,BrkTil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,5.0,1.0,5.0,640.0,0.0,205.0,845.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,Detchd,1950.0,1.0,1.0,256.0,3.0,2.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,3.0,2007.0,WD ,68104.0
1105.0,528363020.0,60.0,RL,,11929.0,Pave,NA,3.0,Lvl,4.0,CulDSac,3.0,NoRidge,Norm,Norm,1Fam,2Story,8.0,7.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,4.0,3.0,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1242.0,1242.0,GasA,5.0,1.0,5.0,1251.0,1250.0,0.0,2501.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,9.0,8.0,1.0,3.0,Attchd,1995.0,2.0,3.0,751.0,3.0,3.0,3.0,192.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2008.0,WD ,290000.0
121.0,534401110.0,20.0,RL,90.0,9900.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1966.0,1966.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,3.0,3.0,PConc,4.0,3.0,1.0,4.0,1059.0,1.0,0.0,150.0,1209.0,GasA,4.0,1.0,5.0,1209.0,0.0,0.0,1209.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,8.0,0.0,0.0,Attchd,1966.0,2.0,2.0,504.0,3.0,3.0,3.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,4.0,2010.0,ConLD,159000.0
1223.0,534453140.0,70.0,RL,50.0,4882.0,Pave,NA,3.0,Bnk,4.0,Inside,2.0,BrkSide,RRAn,Feedr,1Fam,2Story,4.0,7.0,1937.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,PConc,3.0,3.0,1.0,3.0,120.0,1.0,0.0,228.0,348.0,GasA,3.0,1.0,5.0,453.0,453.0,0.0,906.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,8.0,0.0,0.0,Basment,1937.0,1.0,1.0,231.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,9.0,2008.0,WD ,87000.0
265.0,907252120.0,20.0,RL,,11423.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2001.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,1358.0,1.0,0.0,223.0,1581.0,GasA,5.0,1.0,5.0,1601.0,0.0,0.0,1601.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,6.0,8.0,1.0,3.0,Attchd,2001.0,2.0,2.0,670.0,3.0,3.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Shed,2000.0,5.0,2010.0,WD ,272000.0
2813.0,907414040.0,20.0,RL,65.0,8772.0,Pave,NA,4.0,Lvl,4.0,FR2,3.0,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,2.0,6.0,996.0,1.0,0.0,340.0,1336.0,GasA,5.0,1.0,5.0,1336.0,0.0,0.0,1336.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0,Attchd,2005.0,1.0,2.0,502.0,3.0,3.0,3.0,136.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,9.0,2006.0,New,198000.0
1294.0,902109120.0,50.0,RM,63.0,7628.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,OldTown,Norm,Norm,1Fam,1.5Fin,4.0,6.0,1940.0,1985.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,4.0,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,801.0,801.0,GasA,4.0,1.0,4.0,1095.0,561.0,0.0,1656.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,8.0,5.0,0.0,0.0,Detchd,1958.0,1.0,2.0,440.0,3.0,3.0,3.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,5.0,2008.0,WD ,119164.0
2745.0,905477010.0,20.0,RL,77.0,8335.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,Edwards,Norm,Norm,1Fam,1Story,5.0,5.0,1954.0,1954.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,4.0,1.0,5.0,1124.0,0.0,0.0,1124.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,1.0,4.0,NA,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,190.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,4.0,2006.0,WD ,93000.0
1094.0,528280180.0,60.0,RL,71.0,8220.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2000.0,2001.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,544.0,1.0,0.0,438.0,982.0,GasA,5.0,1.0,5.0,1008.0,884.0,0.0,1892.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,8.0,8.0,1.0,3.0,Attchd,2000.0,2.0,2.0,431.0,3.0,3.0,3.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,7.0,2008.0,WD ,226750.0
651.0,535353140.0,190.0,RL,107.0,10615.0,Pave,NA,3.0,Bnk,4.0,Corner,2.0,OldTown,Artery,Artery,2fmCon,2Story,3.0,5.0,1900.0,1970.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,2.0,3.0,2.0,4.0,440.0,1.0,0.0,538.0,978.0,GasA,3.0,1.0,5.0,1014.0,685.0,0.0,1699.0,1.0,0.0,2.0,0.0,3.0,2.0,3.0,7.0,8.0,0.0,0.0,CarPort,1920.0,1.0,2.0,420.0,2.0,2.0,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,8.0,2009.0,WD ,95000.0
